reference_de_la_notice;region;commune;adresse_forme_editoriale;coordonnees;titre_courant;departement_en_lettres
ACR0001724;Bourgogne-Franche-Comté;Dijon;14 rue Camille-Claudel;"47.32920235861147, 5.069823418166341";médiathèque Jean-François-Champollion;Côte-d'Or
ACR0001726;La Réunion;Saint-Denis;5 bis rue de Paris;"-20.878913281241033, 55.44893200728091";Hôtel consulaire de la chambre de Commerce et d'Industrie de La Réunion;La Réunion
ACR0001736;Grand Est;Val de Briey;rue de Napatant;"49.26273368847926, 5.926694992125964";écoles maternelle et primaire;Meurthe-et-Moselle
ACR0001747;Occitanie;Sigean;2 rue des Ecoles;"43.038470788073894, 2.981665323279687";École élémentaire de garçons / école maternelle;Aude
ACR0001754;Occitanie;Saint-Thibéry;boulevard des Ecoles;"43.396260723933885, 3.418994160573604";groupe scolaire Léonce Ruffié;Hérault
ACR0001763;Occitanie;Varilhes;avenue du 8 mai 1945;"43.04692806083489, 1.6312912318260637";Ecole primaire Paul-Delpech;Ariège
ACR0001775;Occitanie;Auch;11 quai des Marronniers;"43.646676968174916, 0.5895584084564612";Ecole maternelle Lissagaray;Gers
ACR0001777;Occitanie;Bagnères-de-Bigorre;3 rue Joseph-Meynier;"43.06834789027213, 0.14351505384666788";Ecole maternelle Achard;Hautes-Pyrénées
ACR0001779;Occitanie;Sarrancolin;Place du Vivier;"42.96657422301949, 0.3762147183973148";Ecole élémentaire;Hautes-Pyrénées
ACR0001785;Bourgogne-Franche-Comté;Dornes;rue du Marché Couvert;"46.716233329945844, 3.3539985564891266";Ancien marché couvert;Nièvre
ACR0001789;Auvergne-Rhône-Alpes;Contamine-Montjoie;185 chemin des Loyers-d'en-Haut;"45.82088680350446, 6.731309454013342";Chalet Pousseur;Haute-Savoie
ACR0001793;Grand Est;Audun-le-Tiche;avenue Salvador-Allende;"49.472899592016226, 5.935540383081922";Salle Jean-Moulin (ancien bains-douches de l'usine de Micheville) et stade Brandenburger;Moselle
ACR0001795;Grand Est;Obernai;28 rue de Boersch;"48.46588732716357, 7.470596712332189";Piscine de plein-air;Bas-Rhin
ACR0001796;Grand Est;Gérardmer;21 Route d'Epinal;"48.07172753226547, 6.864743106050968";Union Nautique : plage municipale et locaux de l'asg aviron;Vosges
ACR0001804;Guyane;Matoury;;"4.832089377722657, -52.34538909984285";église Saint-Michel;Guyane
ACR0001805;Hauts-de-France;Compiègne;place du Change;"49.41699738288692, 2.8250152156062";Bibliothèque Saint-Corneille;Oise
ACR0001809;Hauts-de-France;Dunkerque;302 avenue des Bordées;"51.04633935836119, 2.382513010175335";"LAAC, lieu d'art et d'action contemporaine";Nord
ACR0001815;Hauts-de-France;Calais;25 rue Richelieu;"50.95689951135199, 1.8518291696861267";Musée des Beaux-Arts;Pas-de-Calais
ACR0001819;Bourgogne-Franche-Comté;Dijon;27-29 et 31 rue de Talant;"47.327802609638766, 5.026345863626172";Résidence de Talant;Côte-d'Or
ACR0001821;Bourgogne-Franche-Comté;Ornans;1 place Robert-Ferniet;"47.105227733856815, 6.147594976810068";Musée Courbet;Doubs
ACR0001823;Grand Est;Suippes;Chemin de Sainte-Menehould;"49.12086640462575, 4.545765669564453";Piscine intercommunale;Marne
ACR0001841;Nouvelle-Aquitaine;Bordeaux;3 rue de Lyon;"44.84560199781481, -0.5925078203421723";maison familiale d'Yves Salier;Gironde
ACR0001855;Bourgogne-Franche-Comté;Besançon;16 route de Gray;"47.245387372471626, 5.985041795292989";Campus universitaire de la Bouloie : bâtiment E de métrologie;Doubs
ACR0001857;Bourgogne-Franche-Comté;Besançon;16 route de Gray;"47.245387372471626, 5.985041795292989";Campus universitaire de la Bouloie : bibliothèque Proudhon;Doubs
ACR0001831;Grand Est;Oiry;"""Zone industrielle de Oiry / avenue Pierre-et-Marie-Curie""";"49.00614705285241, 4.037550469556897";Centre de vinification Moët & Chandon / site Mont-Aigu;Marne
ACR0000003;Auvergne-Rhône-Alpes;Bourg-en-Bresse;avenue de l'Égalité / rue du Comte de Montrevel;"46.2141033633116, 5.23390479986328";Église paroissiale Saint-Pierre-Chanel;Ain
ACR0000005;Auvergne-Rhône-Alpes;Lagnieu;rue Charles-de-Gaulle;"45.899331, 5.353064";Centre nautique;Ain
ACR0000007;Auvergne-Rhône-Alpes;Oyonnax;rue Normandie-Niemen;"46.257684, 5.64451";Église paroissiale Notre-Dame-de-la-Plaine;Ain
ACR0000010;Auvergne-Rhône-Alpes;Chambonas;;"44.402325, 4.14846";"""Station de villégiature, Village Vacances Famille ""Gîte Clair""""";Ardèche
ACR0000012;Auvergne-Rhône-Alpes;Largentière;;"44.542648, 4.292206";Puits d'extraction de Montredon;Ardèche
ACR0000020;Auvergne-Rhône-Alpes;Saint-Vallier;6 rue Picpus;"45.176714, 4.818783";"silo à grain, dit silo de Saint-Vallier";Drôme
ACR0000025;Auvergne-Rhône-Alpes;Valence;72 avenue Victor Hugo;"44.927531, 4.889593";"maison, actuellement immeuble de logements, dit Le Lycée";Drôme
ACR0000037;Auvergne-Rhône-Alpes;Annecy;avenue du Stade;"45.9121963741561, 6.12149696253832";tribunes du public du parc des sports;Haute-Savoie
ACR0000038;Auvergne-Rhône-Alpes;Annecy;99 avenue de Genève;"45.9188472558911, 6.12352280124478";"usine de petit matériel électrique, établissement administratif, dite usine Gillette, actuellement siège social du Crédit mutuel Savoie Mont-Blanc";Haute-Savoie
ACR0000040;Auvergne-Rhône-Alpes;Arâches-la-Frasse;station de sports d'hiver de Flaine;"46.00566742146741, 6.69328500480953";Le Forum (centre-station);Haute-Savoie
ACR0000044;Auvergne-Rhône-Alpes;Évian-les-Bains;avenue du Général-Dupas;"46.4008661430445, 6.58293354068834";centre nautique / piscine;Haute-Savoie
ACR0000054;Auvergne-Rhône-Alpes;Passy;2030 route Plaine de Joux;"45.9514535591167, 6.73125447162042";sanatorium de Guébriant-la Clairière village de vacances;Haute-Savoie
ACR0000060;Auvergne-Rhône-Alpes;Thonon-les-Bains;11 avenue du Général-de-Gaulle;"46.3697481274624, 6.47609245107848";"""maison d'architecte dite, la ""Tour Moynat"", actuellement immeuble""";Haute-Savoie
ACR0000066;Auvergne-Rhône-Alpes;Grenoble;avenue Marie-Reynoard;"45.164059, 5.72921";Cité de l'Arlequin;Isère
ACR0000068;Auvergne-Rhône-Alpes;Grenoble;avenue La Bruyère;"45.185299, 5.712103";"""cité dite ""Résidence 2000""""";Isère
ACR0000079;Auvergne-Rhône-Alpes;Grenoble;place Pasteur boulevard Maréchal-Joffre  rue du 4e-régiment du Génie;"45.183828, 5.731482";"""pensionnat, logements d'étudiants dits ""Maison des Etudiants""""";Isère
ACR0000080;Auvergne-Rhône-Alpes;Grenoble;rue Condorcet  rue de Turenne / rue Thiers rue Charles-Testoud rue Pierre-Arthaud;"45.18563, 5.7203";quartier Condorcet;Isère
ACR0000089;Auvergne-Rhône-Alpes;Saint-Martin-d'Hères;rue de la Piscine;"45.195702, 5.768923";bibliothèque scientifique dite bibliothèque du campus universitaire de Saint-Martin-d'Hères;Isère
ACR0000090;Auvergne-Rhône-Alpes;Saint-Nizier-de-Moucherotte;;"45.182648, 5.634718";"édifice sportif, tremplin olympique";Isère
ACR0000095;Auvergne-Rhône-Alpes;Chambon-Feugerolles;rue de la Chapelle rue Benoît-Frachon;"45.397895, 4.349974";Église Notre-Dame de Cotatay;Loire
ACR0000102;Auvergne-Rhône-Alpes;Saint-Étienne;16-16 bis rue du Général-Leclerc / 2 rue du Onze-Novembre / 15 15 bis rue Désiré-Claude;"45.430385426333, 4.38957767237948";"""immeuble dit ""Palais Anatole-France""""";Loire
ACR0000106;Auvergne-Rhône-Alpes;Unieux;place Charles-Crouzet;"45.39974976554831, 4.26159353359747";hôtel de ville;Loire
ACR0000107;Auvergne-Rhône-Alpes;Unieux;26 rue Marguerite Pepier / Zone architecture industrielle;"45.3971235490114, 4.28564700778017";tour de trempe de l'usine Verdié;Loire
ACR0000109;Auvergne-Rhône-Alpes;Chanat-la-Mouteyre;4 rue du Maitrillon / village de l'Étang;"45.817768359211, 3.03945245416493";Maison Carpentier-Beyvin;Puy-de-Dôme
ACR0000113;Auvergne-Rhône-Alpes;Clermont-Ferrand;29 boulevard Gergovia;"45.7720572003364, 3.09053341368431";Faculté des lettres et sciences humaines;Puy-de-Dôme
ACR0000129;Auvergne-Rhône-Alpes;La Tour-de-Salvagny;avenue du Casino;"45.8038625795046, 4.7193612552607";tribune du public de l'ancien hippodrome;Rhône
ACR0000142;Auvergne-Rhône-Alpes;Lyon;Benjamin-Delessert (rue) 13 / Challemel-Lacour Effort (rue de l') / Gerland (chemin de);"45.7285826132061, 4.83456995601178";cité dite cité de Gerland;Rhône
ACR0000143;Auvergne-Rhône-Alpes;Lyon;Jean-Jaurès (avenue) 293-295;"45.7291956218482, 4.83254526053175";groupe scolaire Aristide-Briand;Rhône
ACR0000147;Auvergne-Rhône-Alpes;Lyon;États-Unis (boulevard des) 62-89;"45.7341336593673, 4.8633236965192";"cité-jardin, dite cité des Etats-Unis ou cité Tony Garnier";Rhône
ACR0000155;Auvergne-Rhône-Alpes;Vénissieux;2 rue du Président Édouard-Herriot;"45.6944431467382, 4.87513573063602";chapelle de Semaine de l'église de l'Epiphanie;Rhône
ACR0000158;Auvergne-Rhône-Alpes;Villefranche-sur-Saône;317 boulevard Gambetta;"45.9925083390895, 4.71468361843596";chambre de commerce;Rhône
ACR0000161;Auvergne-Rhône-Alpes;Villeurbanne;82-84 rue du 1er-Mars-1943;"45.7643777577684, 4.88913651660663";Immeuble Lods;Rhône
ACR0000164;Auvergne-Rhône-Alpes;Aime-la-Plagne;;"45.5104475273677, 6.66635068762308";station de sports d'hiver de La Plagne;Savoie
ACR0000171;Auvergne-Rhône-Alpes;Chambéry;Esplanade du Château;"45.56483283400371, 5.91918078609301";"""Archives dites "" Les anciennes Archives départementales""""";Savoie
ACR0000174;Auvergne-Rhône-Alpes;Chambéry;5 rue Salteur;"45.5668888765152, 5.92400349833599";chambre de commerce;Savoie
ACR0000180;Auvergne-Rhône-Alpes;Modane;"""rue Gambetta   """;"45.2024233707656, 6.67435651103113";Église Notre-Dame-de-l'Assomption;Savoie
ACR0000182;Auvergne-Rhône-Alpes;Modane;route de Valfréjus;"45.1516229713057, 6.63535974250252";ouvrage Maginot dit ouvrage du Lavoir;Savoie
ACR0000183;Auvergne-Rhône-Alpes;Montrichier-Albanne;vallée de la Maurienne;"45.2275850276947, 6.40482529457445";"""station de sports d'hiver dite ""Les Karellis""""";Savoie
ACR0000186;Auvergne-Rhône-Alpes;Pralognan-la-Vanoise;Col de la Vanoise;"45.3920462036755, 6.79063734065984";"refuge de montagne, dit refuge du Col de la Vanoise";Savoie
ACR0000190;Auvergne-Rhône-Alpes;Val-d'Isère;La Daille;"45.4611833334674, 6.96555570094241";"""Ensemble d'immeubles à logements dit ""La Daille""""";Savoie
ACR0000191;Auvergne-Rhône-Alpes;Villarodin-Bourget;route du Bourget;"45.20846859609011, 6.68227210017536";"ouvrage Maginot dit ouvrage de Saint-Gobain, actuellement musée de la fortification";Savoie
ACR0000200;Bourgogne-Franche-Comté;Besançon;rue de Dole;"47.2315, 5.99548";Cité Jean-Jaurès;Doubs
ACR0000206;Bourgogne-Franche-Comté;Besançon;5-9 avenue Droz  1-3 place Payot;"47.2417, 6.03266";Immeubles des frères Favre;Doubs
ACR0000209;Bourgogne-Franche-Comté;Chaux-Neuve;;"46.674149, 6.136528";La tour des juges du tremplin de ski;Doubs
ACR0000211;Bourgogne-Franche-Comté;Lougres;Lieu-dit le Moulin;"47.472107, 6.686404";Maison-atelier des Messagier;Doubs
ACR0000226;Bourgogne-Franche-Comté;Dole;;"47.097032, 5.497475";Institut médico-éducatif;Jura
ACR0000232;Bourgogne-Franche-Comté;Dun-les-places;Les Vernois;"47.285034790960154, 4.023333999798504";Maison de Bonaré;Nièvre
ACR0000237;Bourgogne-Franche-Comté;Dracy-Saint-Loup;1 rue Lionge;"47.0167606360276, 4.33250117763516";"Foyer rural Mille-clubs, salle Jean-Claude-Segaud";Saône-et-Loire
ACR0000240;Bourgogne-Franche-Comté;Mâcon;1 place des Carmélites;"46.30824463586521, 4.83520066211339";Archives départementales;Saône-et-Loire
ACR0000241;Bourgogne-Franche-Comté;Mâcon;rue Pierre-de-Coubertin;"46.3183184399848, 4.8405397564162005";Centre nautique Paul-Bert;Saône-et-Loire
ACR0000246;Bourgogne-Franche-Comté;Belfort;224 avenue Jean-Jaurès;"47.6567553518218, 6.84587865606696";Église Saint-Louis;Territoire de Belfort
ACR0000247;Bourgogne-Franche-Comté;Belfort;10 rue Siegfried;"47.6429308993304, 6.83573709711014";Groupe scolaire du Mont et des Barres;Territoire de Belfort
ACR0000252;Bretagne;Saint-Brieuc;boulevard de l'Hérault;"48.5156778938522, -2.75325753571355";"Collège de jeunes filles, actuellement lycée Ernest Renan";Côtes-d'Armor
ACR0000253;Bretagne;Trébeurden;;"48.7750799067239, -3.5803611059916904";"Immeuble d’habitation, dit Cité Hélios";Côtes-d'Armor
ACR0000263;Bretagne;Rennes;6 passage du Couëdic;"48.1038957280574, -1.6827524880981";Chapelle Sainte-Famille;Ille-et-Vilaine
ACR0000267;Bretagne;Rennes;7 rue Joseph-Sauveur;"48.109378482153, -1.67268307275546";Maison Odorico;Ille-et-Vilaine
ACR0000270;Bretagne;Rennes;"""18-20 rue de Brest Quartier de Bourg-l'évêque""";"48.11238876300871, -1.68983654391971";"Immeuble d’habitation, dit Les Horizons";Ille-et-Vilaine
ACR0000274;Bretagne;Kervignac;place de l'Église;"47.763444132627, -3.23912772492516";Église paroissiale Notre-Dame-de-Pitié;Morbihan
ACR0000277;Bretagne;Lorient;2 rue Vauban;"47.7500906993997, -3.36452414671894";École maternelle Bisson;Morbihan
ACR0000278;Bretagne;Lorient;rond-point du Moustoir;"47.7524324407094, -3.37083114393021";"Immeuble d’habitation, dit Le Moustoir";Morbihan
ACR0000287;Centre-Val de Loire;Bourges;avenue de Lattre-de-Tassigny / route de Saint-Michel;"47.1005216264507, 2.41579198248965";Chapelle Saint-Paul des Gibjoncs;Cher
ACR0000290;Centre-Val de Loire;Bourges;11 rue Jacques-Rimbault;"47.0802541489626, 2.39905912721466";Hôtel de ville;Cher
ACR0000301;Centre-Val de Loire;Bourges;Avenue du 11-Novembre-1918 / 12-16 allée des Prés-Fleuris;"47.0898140729933, 2.39828831262125";Résidence des Prés fleuris;Cher
ACR0000303;Centre-Val de Loire;Méry-sur-Cher;Le Tertre de Méry;"47.2491823337106, 1.97106910023331";Maison Pasquini;Cher
ACR0000304;Centre-Val de Loire;Nancay;Route de Souesmes;"47.3822207993246, 2.19477481188088";Station de radioastronomie;Cher
ACR0000314;Centre-Val de Loire;Chassant;10 rue des Acacias;"48.2992040480865, 1.05750860341192";Mairie-école;Eure-et-Loir
ACR0000337;Centre-Val de Loire;Châteauroux;;;Ancienne cité de Touvent;Indre
ACR0000342;Centre-Val de Loire;Châteauroux;rue de la Poste / 2 bis Palais de Justice / rue Henri-Barboux;"46.8099305975854, 1.69409865262587";Hôtel des Postes;Indre
ACR0000347;Centre-Val de Loire;Châteauroux;4 rue André-Lescaroux 2 bis rue de la Gare;"46.8116729780102, 1.69475635078794";Résidence Victor-Hugo;Indre
ACR0000348;Centre-Val de Loire;Châteauroux;12 place Saint-Cyran;"46.8120535385164, 1.69427087848724";"""Tour Saint-Cyran dite ""Le Building""""";Indre
ACR0000353;Centre-Val de Loire;Avoine;Route départementale 7 / route départementale 749;"47.23259622267901, 0.162034240712183";Centrale nucléaire de production d'électricité (CNPE) de Chinon;Indre-et-Loire
ACR0000354;Centre-Val de Loire;Azay-le-Rideau;42 avenue Adélaïde-Riche;"47.2626543668817, 0.46124567070617";Cinéma Art Déco;Indre-et-Loire
ACR0000359;Centre-Val de Loire;Roche-Clermault (La);Route du Coteau;"47.1377227318215, 0.20890845605197";Lotissement de dix maisons;Indre-et-Loire
ACR0000360;Centre-Val de Loire;Langeais / Chapelle-aux-Naux (La);Route départementale 57;"47.3200518996003, 0.404064440714707";Pont de Langeais;Indre-et-Loire
ACR0000362;Centre-Val de Loire;Sainte-Maure-de-Touraine;Lieu-dit de Bellevue;"47.0914776502913, 0.610366070402638";Ancienne station service dite Relais Charles-Martel;Indre-et-Loire
ACR0000365;Centre-Val de Loire;Saint-Pierre-des-Corps;Rue Henri-Barbusse;"47.3908190028908, 0.718867542566161";Médiathèque;Indre-et-Loire
ACR0000380;Centre-Val de Loire;Tours;Jardin François Ier;"47.3956998552924, 0.685618415580061";Centre de création contemporaine Olivier-Debré;Indre-et-Loire
ACR0000384;Centre-Val de Loire;Tours;Sanitas (quartier du);"47.378243726636406, 0.695507338846634";Grand ensemble du Sanitas;Indre-et-Loire
ACR0000385;Centre-Val de Loire;Tours;72-82 rue Blaise-Pascal;"47.3859989387833, 0.695082410911108";Résidence Blaise-Pascal;Indre-et-Loire
ACR0000388;Centre-Val de Loire;"""Bonny-sur-Loire;Beaulieu-sur- Loire""";Route départementale 926;"47.5507679915994, 2.83520547590956";Pont suspendu sur la Loire;Loiret
ACR0000391;Centre-Val de Loire;Fleury-les-Aubrais;1-15 rue Marx-Dormoy / 2-12 rue du Capitaine-Lucciani / 1-5 et 2-10 rue de l’Adjudant-chef-Gautier / 1-11 rue du Sous-lieutenant-Balloco / 2-14 rue Georges-Popot;"47.9258075991932, 1.91764407381417";Ensemble de logements CILOF;Loiret
ACR0000392;Centre-Val de Loire;Gien;"""Place du Château / quai Lenoir / quai Joffre / rue Louis-Blanc / place Saint-Louis / rue Gambetta / avenue Maréchal-Leclerc / place du Général-Charles-De-Gaulle / rue du Bordeau / rue de Tlemcen / rue Victor-Hugo / rue Albert-Marchand / rue Thiers / rue Anne-de-Beaujeu / rue de l’Hôtel-de-Ville / rue Bernard-Palissy / quai de Sully / place Maréchal-Foch / rue de Bourges""";"47.6842554434759, 2.62997514267353";Ilots de la Reconstruction;Loiret
ACR0000393;Centre-Val de Loire;Lombreuil;;"47.9436949444021, 2.63108721370629";Villa Blanc;Loiret
ACR0000397;Centre-Val de Loire;Orléans;Cité Masse;"47.9273253287672, 1.8951511849104803";Cité Masse;Loiret
ACR0000411;Centre-Val de Loire;Orléans;26 rue Chaude-Tuile;"47.9149619659709, 1.91388258941736";"Réservoir d’eau, actuellement bâtiment de la Lyonnaise des eaux";Loiret
ACR0000417;Centre-Val de Loire;Artenay / Cercottes / Chevilly / Ruan / Saran;de Saran à Ruan via Chevilly;"48.0298751751082, 1.88430507540064";Voie d'aérotrain (vestiges);Loiret
ACR0000427;Centre-Val de Loire;Blois;Pont François-Mitterrand;"47.5763454854689, 1.3229131983934";Pont François-Mitterrand;Loir-et-Cher
ACR0000429;Centre-Val de Loire;Blois;111 avenue de Vendôme;"47.6050985900625, 1.31432623647677";Imprimerie Cino Del Duca;Loir-et-Cher
ACR0000437;Centre-Val de Loire;Muides-sur-Loire;Route départementale 112;"47.674797255813, 1.52680234767178";Pont sur la Loire;Loir-et-Cher
ACR0000438;Centre-Val de Loire;Romorantin-Lanthenay;Boulevard Jean-Jaurès boulevard Paul-Boncour;"47.3572637436111, 1.73968297769724";Pont Jean-Jaurès;Loir-et-Cher
ACR0000444;Centre-Val de Loire;Vendôme;Les Rottes / rue Georges-Clémenceau;"47.8076282727791, 1.06615096359959";Église Notre-Dame-des-Rottes;Loir-et-Cher
ACR0000452;Grand Est;Charleville-Mézières;rue Forest / rue Charles-Delahaut;"49.77416498623351, 4.72736777956895";Usines Corneau-Deville;Ardennes
ACR0000457;Grand Est;Revin;;;Passerelle d'Orzy;Ardennes
ACR0000458;Grand Est;"""Saulx-lès-Rethel""";16 rue de Vouziers;"49.495052024265, 4.36699794262808";Maison;Ardennes
ACR0000459;Grand Est;Sedan;10 rue Blanpain rue Rovigo;"49.7041641988126, 4.94268451194931";École élémentaire Blanpain;Ardennes
ACR0000461;Grand Est;Vouziers;place Carnot;;Hôtel de ville;Ardennes
ACR0000467;Grand Est;Troyes;63 avenue Pasteur;"48.30241769978, 4.06276096957897";"Entrepôts, ancien siège des Etablissements économiques troyens, actuellement Maison des associations";Aube
ACR0000470;Grand Est;Troyes;place Alexandre-Israël;"48.2974505546703, 4.07430709841442";Piscine Lucien-Zins;Aube
ACR0000474;Grand Est;Lichtenberg;château de Lichtenberg;"48.9213284764768, 7.486445976447291";Centre d’interprétation de l’architecture et du patrimoine (CIAP);Bas-Rhin
ACR0000477;Grand Est;Strasbourg;avenue Schützenberg;"48.5968416573862, 7.75956651702622";Cité-jardin Ungemach;Bas-Rhin
ACR0000483;Grand Est;Strasbourg;7 quai Rouget-de-l’Isle;"48.5875144672356, 7.76357477900651";Immeuble;Bas-Rhin
ACR0000505;Grand Est;Ammerschwihr;;"48.1256107494334, 7.2821112014369005";Reconstruction du village après 1945;Haut-Rhin
ACR0000510;Grand Est;Guebwiller;170 rue de la République;"47.9146847509348, 7.205715684910141";Ancien atelier de montage de la société NSC dit Le Louvre;Haut-Rhin
ACR0000537;Grand Est;Reims;1 rue des Tournelles;"49.2528804442311, 4.03340857010186";Maison;Marne
ACR0000539;Grand Est;Reims;44 rue Ponsardin;"49.2553342252425, 4.03905926075424";"Maison et atelier du maître-verrier Jacques Simon, actuellement atelier Simon-Marcq";Marne
ACR0000540;Grand Est;Reims;13 boulevard Paul-Doumer;"49.2505029597969, 4.0241592206195";"Siège social Maison Demay, mémorial de la Résistance";Marne
ACR0000551;Grand Est;Flirey;village;"48.875335071039, 5.84762767918058";village;Meurthe-et-Moselle
ACR0000558;Grand Est;Lunéville;42 rue Sébastien-Keller;"48.5935176799968, 6.48689912910817";villa Ledermann;Meurthe-et-Moselle
ACR0000561;Grand Est;Mercy-le-Bas;rue des Marronniers;;Chapelle Notre-Dame-de-Lourdes;Meurthe-et-Moselle
ACR0000562;Grand Est;Mousson;chemin du château;"48.9052528177909, 6.07705374261052";chapelle de Lumière;Meurthe-et-Moselle
ACR0000567;Grand Est;Nancy;rue Guy-Ropartz;"48.6929502409571, 6.142350956097351";Église Sainte-Anne;Meurthe-et-Moselle
ACR0000576;Grand Est;Toul;"""place des Trois-Evêchés /  rue du Docteur-Chapuis  rue de la République """;"48.6738685167383, 5.89046889599186";Secteur urbain de la seconde reconstruction;Meurthe-et-Moselle
ACR0000585;Grand Est;Gercourt-et-Drillancourt;chemin de la Boulonnerie / Les Dalles;"49.2845981766665, 5.23808159590419";ancienne boulonnerie;Meuse
ACR0000587;Grand Est;Saint-Mihiel;12 rue René-Frybourg;"48.8973566976365, 5.53834707144587";ancienne usine de la société meusienne de Lunetterie (SML – Essilor);Meuse
ACR0000588;Grand Est;Verdun;place Georges-Guérin / cité verte;"49.1628321121826, 5.37206198756764";chapelle Sainte-Jeanne-d’Arc;Meuse
ACR0000589;Grand Est;Aumetz;place de l'Église;"49.4193507050965, 5.9438882110343";Église paroissiale Saint-Gorgon;Moselle
ACR0000592;Grand Est;Faulquemont;allée de la Mine;"49.0795521570371, 6.59471978309508";ancien siège et carreau de la mine de charbon;Moselle
ACR0000603;Grand Est;Metz;rue des Tilleuls rue des Frênes rue des Cèdres;"49.1321117502244, 6.21234508309659";Les Hauts-de-Vallières;Moselle
ACR0000605;Grand Est;Moyenvic;village;"48.7789324893389, 6.562040218738271";village;Moselle
ACR0000607;Grand Est;Saint-Louis;route du Plan incliné;"48.71774120058, 7.19181426959117";Plan incliné du canal de la Marne au Rhin dit « de Saint-Louis-Arzviller »;Moselle
ACR0000618;Grand Est;Bresse (La);10 rue Mougel-Bey;"48.0068048964548, 6.87530125607718";Ensembles verriers de l’église Saint-Laurent;Vosges
ACR0000619;Grand Est;Valtin (Le);chaume du Vieux-Monthabeux / La Schlucht;"48.0632297236227, 7.02285745607883";chapelle Notre-Dame-des-Chaumes;Vosges
ACR0000637;Hauts-de-France;Chaulnes;avenue Jean-Jaurès;"49.8191717586746, 2.80039611195277";Monument aux morts;Somme
ACR0000643;Hauts-de-France;Quend;place Charles-de-Gaulle;"50.32398402424201, 1.54858255429674";Cinéma Le Pax;Somme
ACR0000644;Hauts-de-France;Roisel;2 rue de Péronne;"49.9465507668611, 3.09689428411614";Église paroissiale Saint-Martin;Somme
ACR0000651;Île-de-France;Évry-Courcouronnes;cour Monseigneur Romero;"48.6233089079543, 2.42794218493091";"Ensemble du centre-ville : ensemble dit Clos-cathédral, comprenant la cathédrale de la Résurrection, un immeuble de logements, des bureaux et commerces.";Essonne
ACR0000652;Île-de-France;Évry-Courcouronnes;Evry 1;"48.6340515372641, 2.42756665312195";Grand ensemble Les Pyramides;Essonne
ACR0000656;Île-de-France;Massy;1 place Saint-Exupéry;"48.7314929483286, 2.29008398493411";Église luthérienne Saint-Marc;Essonne
ACR0000657;Île-de-France;Massy;allée 2 Marcel-Cerdan;"48.730507952071406, 2.28826919842718";Synagogue;Essonne
ACR0000659;Île-de-France;Orsay;95 rue de Paris;"48.6974722371146, 2.1937687396238204";couvent de la Clarté-Dieu;Essonne
ACR0000662;Île-de-France;Viry-Chatillon;53 boulevard Guynemer;"48.67929069465511, 2.37553255794632";Église du Saint-Esprit;Essonne
ACR0000670;Île-de-France;Châtenay-Malabry;avenue de la Division-Leclerc;"48.7656897028585, 2.26076145609947";Cité-jardin de La Butte-Rouge;Hauts-de-Seine
ACR0000672;Île-de-France;Colombes;avenue de l'Europe;"48.926683517744706, 2.2435139156249";Chapelle Saint-Bernard;Hauts-de-Seine
ACR0000674;Île-de-France;Courbevoie;Place de la Défense;"48.8920458893041, 2.24107278493885";Église Notre-Dame-de-la-Pentecôte;Hauts-de-Seine
ACR0000678;Île-de-France;Meudon;60 allée de la Forêt;"48.7922329130427, 2.22048555473469";Résidence du Parc;Hauts-de-Seine
ACR0000680;Île-de-France;Montrouge;35 avenue Basch;"48.81238041867141, 2.32077722590035";Résidence Buffalo;Hauts-de-Seine
ACR0000684;Île-de-France;Puteaux;8 place de La Défense;"48.8928523108857, 2.23945919706881";Centre des nouvelles Industries et technologies (CNIT);Hauts-de-Seine
ACR0000696;Île-de-France;Paris 12e Arrondissement;132 rue de Bercy;"48.841877289608604, 2.37750818308799";ministère de l’Économie et des Finances;Paris
ACR0000730;Île-de-France;Champagne-sur-Seine;19 rue des Prés;"48.3911329406371, 2.80304796958157";Église Saint-François-d’Assise;Seine-et-Marne
ACR0000734;Île-de-France;Villeparisis;avenue du Général-de-Gaulle;"48.9462840766341, 2.60698887058595";Église Notre-Dame-de-la-Paix;Seine-et-Marne
ACR0000740;Île-de-France;Bobigny;Avenue Edouard-Vaillant / place des Nations-Unies / place de l'Europe / rue de Téhéran / rue d'Athènes / rue d'Helsinki / rue de Stokholm;"48.9124349461489, 2.46541515610383";Cité de L'Abreuvoir;Seine-Saint-Denis
ACR0000743;Île-de-France;Bobigny;1 esplanade Jean-Moulin;"48.9055928319763, 2.44982418891176";Préfecture de Seine-Saint-Denis et hôtel du département;Seine-Saint-Denis
ACR0000746;Île-de-France;Lilas (Les);rue de la Résistance;"48.88527970456241, 2.42229663891115";"Tour Hertzienne, dite tour de Romainville";Seine-Saint-Denis
ACR0000751;Île-de-France;Pantin;8 rue Gambetta;"48.8881486365425, 2.4114884890705";Synagogue dit Centre communautaire Ohel-Youssef;Seine-Saint-Denis
ACR0000753;Île-de-France;Pierrefitte-sur-Seine / Villetaneuse;95 rue Marcel-Sembat;"48.9535364764377, 2.35275862726945";Cimetière intercommunal des Joncherolles;Seine-Saint-Denis
ACR0000754;Île-de-France;Saint-Denis;avenue Colonel-Fabien;"48.94547936104681, 2.35217471362719";Cité Auguste-Delaune;Seine-Saint-Denis
ACR0000766;Île-de-France;Fresnes;allée Georges-Braque;"48.756424, 2.312429";Grand ensemble de La Peupleraie;Val-de-Marne
